"name","cleanm","cid","tid","MolecularWeight","Complexity"
"METAMPICILLIN SODIUM","METAMPICILLIN SODIUM","25195407",NA,383.4,609
"PENICILLIN V POTASSIUM","PENICILLIN V POTASSIUM","23676814","D02IIE",388.5,553
"CHLORQUINALDOL","CHLORQUINALDOL","6301",NA,228.07,214
"N-ACETYLNEURAMIC ACID","N-ACETYLNEURAMIC ACID","445063",NA,309.27,403
"GLUCOSAMINE HYDROCHLORIDE","GLUCOSAMINE","439213","D07NSU",179.17,155
"QUINAPRIL HYDROCHLORIDE","QUINAPRIL","54892","D0I7SZ",438.5,648
"CLOMIPHENE CITRATE","CLOMIPHENE CITRATE","3033832","D0I5WB",598.1,708
"CHAULMOOGRIC ACID, ETHYL ESTER","CHAULMOOGRIC ACID, ETHYL ESTER","2700",NA,308.5,296
"MOXIFLOXACIN HYDROCHLORIDE","MOXIFLOXACIN","152946","D0ZV0Z",401.4,727
"Tetrac","Tetrac","65552",NA,747.83,373
"6alpha-METHYLPREDNISOLONE ACETATE","6alpha-METHYLPREDNISOLONE ACETATE","5877",NA,416.5,858
"1- (2-METHOXYPHENYL)PIERAZINE HYDROCHLORIDE","1- (2-METHOXYPHENYL)PIERAZINE","9899402",NA,228.72,169
"4-Nonylphenol","4-Nonylphenol","1752",NA,220.35,148
"METHYL ROBUSTONE","METHYL ROBUSTONE","3473650",NA,378.4,697
"AMYGDALIN","AMYGDALIN","656516",NA,457.4,638
"RETINYL ACETATE","RETINYL ACETATE","638034",NA,328.5,596
"CEPHALOSPORIN C SODIUM","CEPHALOSPORIN C SODIUM","23680388",NA,437.4,744
"METACETAMOL","METACETAMOL","12124",NA,151.16,147
"ISORESERPINE","ISORESERPINE","5701996",NA,608.7,1000
"3-METHYLXANTHINE","3-METHYLXANTHINE","70639",NA,166.14,242
"MIGLITOL","MIGLITOL","441314","D0D0ZD",207.22,179
"ANHYDROGLUCOSE","ANHYDROGLUCOSE","2724705",NA,162.14,161
"BENZYLBUTYLPHTHALATE","BENZYLBUTYLPHTHALATE","2347",NA,312.4,374
"TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","6436","D08YWK",434.5,925
"CLOXYQUIN","CLOXYQUIN","2817",NA,179.6,165
"FENBUTYRAMIDE","FENBUTYRAMIDE","7011",NA,163.22,150
"NAPROXOL","NAPROXOL","3032818",NA,216.27,217
"1R,2S-PHENYLPROPYLAMINE","PHENYLPROPYLAMINE","16259",NA,135.21,74
"OLMESARTAN MEDOXOMIL","OLMESARTAN MEDOXOMIL","130881","D07UBG",558.6,969
"N-METHYL (-)EPHEDRINE","N-METHYL (-)EPHEDRINE","64782",NA,179.26,141
"PYROGALLIN","PYROGALLIN","822798",NA,204.18,487
"METHIONYL-LEUCYLPHENYLALANINE ACETATE","METHIONYL-LEUCYLPHENYLALANINE ACETATE","5702202",NA,469.6,541
"VENLAFAXINE","VENLAFAXINE","5656","D0P1UX",277.4,279
"ROBUSTONE","ROBUSTONE","5983661",NA,364.3,682
"TUAMINOHEPTANE SULFATE","TUAMINOHEPTANE","5603",NA,115.22,43
"ESTRONE BENZOATE","ESTRONE BENZOATE","15818351",NA,374.5,621
"LYSYL-TYROSYL-LYSINE ACETATE","LYSYL-TYROSYL-LYSINE ACETATE","5702205",NA,497.6,585
"CLOPIDOGREL SULFATE","CLOPIDOGREL","60606","D0N0TZ",321.8,381
"Benzyl Benzoate","Benzyl Benzoate","2345","D0G1VX",212.24,213
"TOLTERODINE HYDROCHLORIDE","TOLTERODINE","443879","D0BZ7W",325.5,340
"2,3-DIHYDROXY-6,7-DICHLOROQUINOXALINE","2,3-DIHYDROXY-6,7-DICHLOROQUINOXALINE","1845","D0S6TW",231.03,257
"REBAMIPIDE","REBAMIPIDE","5042","D03BQP",370.8,598
"TAMOXIFEN CITRATE","TAMOXIFEN CITRATE","2733525",NA,563.6,690
"HELENINE","HELENINE","72724",NA,232.32,421
"CEFDITORIN PIVOXIL","CEFDITORIN PIVOXIL","6437877",NA,620.7,1160
"8-Iodocatechin Tetramethyl Ether","8-Iodocatechin Tetramethyl Ether","6708556",NA,472.3,452
"DIHYDRO-beta-TUBAIC ACID","DIHYDRO-beta-TUBAIC ACID","3548249",NA,236.26,300
"*(D)Aldicarb","Aldicarb","9570071",NA,190.27,180
"1,3-DIDEACETYLKHIVORIN","1,3-DIDEACETYLKHIVORIN","6708624",NA,502.6,981
"7-OXOCHOLESTERYL ACETATE","7-OXOCHOLESTERYL ACETATE","101861",NA,442.7,766
"TRIACETIN","TRIACETIN","5541","D0Q6DX",218.2,229
"NORETHINDRONE ACETATE","NORETHINDRONE ACETATE","5832",NA,340.5,695
"Irigenin, Dibenzyl Ether","Irigenin, Dibenzyl Ether","6710674",NA,540.6,835
"CYCLOCREATINE","CYCLOCREATINE","2896","D0Z8LA",143.14,178
"Ampicillin Sodium","Ampicillin Sodium","23663979",NA,371.4,568
"SALSALATE","SALSALATE","5161","D0Y0JH",258.23,341
"Carbenoxolone Sodium","Carbenoxolone Sodium","636402","D0G6ZW",614.7,1190
"2,3-DIACETOXY-7,8-EPOXY-24,29-DINOR-1,3,5-FRIEDELATRIENE-20-CARBOXYLIC ACID","2,3-DIACETOXY-7,8-EPOXY-24,29-DINOR-1,3,5-FRIEDELATRIENE-20-CARBOXYLIC ACID","6710688",NA,552.7,1140
"CEFOXITIN SODIUM","CEFOXITIN SODIUM","23667300",NA,449.4,750
"BISANHYDRORUTILANTINONE","BISANHYDRORUTILANTINONE","120369",NA,392.4,691
"3-HYDROXYCOUMARIN","3-HYDROXYCOUMARIN","13650",NA,162.14,232
"METHOPRENE (S)","METHOPRENE","5366546",NA,310.5,378
"METHOXYAMINE HYDROCHLORIDE","METHOXYAMINE","4113",NA,47.057,4
"HETACILLIN POTASSIUM","HETACILLIN POTASSIUM","23678597",NA,427.6,695
"PYRROMYCIN","PYRROMYCIN","196990",NA,585.6,1050
"DIFFRATIC ACID","DIFFRATIC ACID","94870",NA,374.4,536
"Tranylcypromine Sulfate","Tranylcypromine Sulfate","25267092",NA,364.5,197
"CEFUROXIME SODIUM","CEFUROXIME SODIUM","23670318",NA,446.4,804
"Asarinin (-)","Asarinin","11869417",NA,354.4,482
"DIMETHYL 4,4-o-PHENYLENE-BIS (3-THIOPHANATE)","DIMETHYL 4,4-o-PHENYLENE-BIS (3-THIOPHANATE)","3032791","D0G1WV",342.4,407
"PINOCEMBRIN","PINOCEMBRIN","68071","D0G5CS",256.25,337
"CYTOCHALASIN A","CYTOCHALASIN A","5458383",NA,477.6,901
"CETYLPYRIDINIUM CHLORIDE","CETYLPYRIDINIUM","2683",NA,304.5,208
"3beta-CHLOROANDROSTANONE","3beta-CHLOROANDROSTANONE","6708555",NA,308.9,461
"METHYLMETHANE SULFONATE","METHYLMETHANE SULFONATE","4156",NA,110.13,105
"BENZO[a]PYRENE","BENZO[a]PYRENE","2336",NA,252.3,372
"CARMOFUR","CARMOFUR","2577","D00IKH",257.26,382
"2,4-DINITROPHENOL","2,4-DINITROPHENOL","1493",NA,184.11,220
"BENZYL ISOTHIOCYANATE","BENZYL ISOTHIOCYANATE","2346",NA,149.21,132
"MITOMYCIN C","MITOMYCIN C","5746","D0Y0GH",334.33,757
"CAPREOMYCIN SULFATE","CAPREOMYCIN","3000502","D0E7MV",1321.4,2470
"BITHIONOL","BITHIONOL","2406","D0QQ1J",356,282
"NEOMYCIN SULFATE","NEOMYCIN","8378","D05JNI",614.6,872
"LASALOCID SODIUM","LASALOCID SODIUM","6426773",NA,612.8,917
"PHENYLMERCURIC ACETATE","PHENYLMERCURIC ACETATE","16682730",NA,336.74,130
"5-HYDROXY-7-METHOXYISOFLAVONE","5-HYDROXY-7-METHOXYISOFLAVONE","16725071",NA,268.26,397
"Nystatin","Nystatin","6433272","D08XAC",926.1,1620
"NEROL","NEROL","643820",NA,154.25,150
"CADMIUM ACETATE","CADMIUM ACETATE","10986",NA,230.5,25
"ANTIMYCIN A (A1 shown)","ANTIMYCIN A (A1 shown)","5702199",NA,534.6,833
"DICHLOROPHENE","DICHLOROPHENE","3037",NA,269.12,226
"SALINOMYCIN, SODIUM","SALINOMYCIN, SODIUM","23682228",NA,773,1330
"PHENYLBUTYRIC ACID","PHENYLBUTYRIC ACID","4775","D0B7CH",164.2,137
"EXALAMIDE","EXALAMIDE","3316",NA,221.29,206
"GENTIAN VIOLET","GENTIAN VIOLET","11057","D04GZA",408,542
"POLYMYXIN B SULFATE","POLYMYXIN B","49800004",NA,1203.5,2150
"TESTOSTERONE","TESTOSTERONE","6013","D06XMU",288.4,508
"DICLOFENAC SODIUM","DICLOFENAC SODIUM","5018304",NA,318.1,310
"THIMEROSAL","THIMEROSAL","16684434",NA,404.82,180
"Gambogic Acid Amide","Gambogic Acid Amide","56951189",NA,627.8,1490
"3-Methylcholanthrene","3-Methylcholanthrene","1674",NA,268.4,399
"THIRAM","THIRAM","5455","D02UVS",240.4,158
"THIODIGLYCOL","THIODIGLYCOL","5447",NA,122.19,28
"ATRACTYLOSIDE POTASSIUM","ATRACTYLOSIDE POTASSIUM","5702200",NA,803,1440
"THIOTEPA","THIOTEPA","5453","D00YZA",189.22,194
"DACTINOMYCIN","DACTINOMYCIN","457193","D0P8IV",1255.4,3030
"Colistimethate Sodium","Colistimethate Sodium","216258","D0Q3BV",1749.8,3430
"CYTOCHALASIN B","CYTOCHALASIN B","5311281","D0DJ4A",479.6,859
"ACETARSOL","ACETARSOL","1985",NA,275.09,289
"PIPOBROMAN","PIPOBROMAN","4842","D03FNJ",356.05,227
"GRAMICIDIN","GRAMICIDIN","16130140",NA,1882.3,3980
"HEXACHLOROPHENE","HEXACHLOROPHENE","3598","D0ZX2G",406.9,328
"ISOTECTORIGENIN, 7-METHYL ETHER","ISOTECTORIGENIN, 7-METHYL ETHER","6708795",NA,328.3,482
"CARAPIN","CARAPIN","6708507",NA,468.5,980
"KHAYANTHONE","KHAYANTHONE","6708528",NA,570.7,1180
"ODORATONE","ODORATONE","76311433",NA,472.7,904
"3alpha-ACETOXYDIHYDRODEOXYGEDUNIN","3alpha-ACETOXYDIHYDRODEOXYGEDUNIN","6708514",NA,512.6,1020
"Allopregnanolone","Allopregnanolone","92786","D00VZZ",318.5,500
"1,7-DIDEACETOXY-1,7-DIOXO-3-DEACETYLKHIVORIN","1,7-DIDEACETOXY-1,7-DIOXO-3-DEACETYLKHIVORIN","6708622",NA,456.5,958
"APIGENIN TRIACETATE","APIGENIN TRIACETATE","18721",NA,396.3,704
"Diosgenin","Diosgenin","99474",NA,414.6,746
"CEDRELONE","CEDRELONE","21596358",NA,422.5,976
"ANGOLENSIC ACID, METHYL ESTER","ANGOLENSIC ACID, METHYL ESTER","419676",NA,470.6,939
"SWIETENOLIDE-3-ACETATE","SWIETENOLIDE-3-ACETATE","6708550",NA,528.6,1090
"3-alpha-HYDROXYDEOXYGEDININ","3-alpha-HYDROXYDEOXYGEDININ","6708714",NA,468.6,951
"Totarol","Totarol","92783",NA,286.5,385
"CRINAMINE","CRINAMINE","73620",NA,301.34,497
"SAPPANONE A 7-METHYL ETHER","SAPPANONE A 7-METHYL ETHER","6857761",NA,298.29,446
"DEACETYLGEDUNIN","DEACETYLGEDUNIN","3034112",NA,440.5,925
"MEXICANOLIDE","MEXICANOLIDE","21596309",NA,468.5,993
"PRENYLETIN","PRENYLETIN","3873459",NA,246.26,368
"DEOXODEOXYDIHYDROGEDUNIN","DEOXODEOXYDIHYDROGEDUNIN","6708592",NA,454.6,876
"NEOTIGOGENIN ACETATE","NEOTIGOGENIN ACETATE","313012",NA,458.7,797
"PTAEROXYLIN","PTAEROXYLIN","3646533",NA,258.27,451
"OLEANOLIC ACID ACETATE","OLEANOLIC ACID ACETATE","6708573",NA,498.7,992
"DUARTIN (-)","DUARTIN","127790",NA,332.3,405
"3-DEACETYLKHIVORIN","3-DEACETYLKHIVORIN","6708634",NA,544.6,1090
"6-HYDROXYANGOLENSIC ACID METHYL ESTER","6-HYDROXYANGOLENSIC ACID METHYL ESTER","6708540",NA,486.6,972
"DEOXYKHIVORIN","DEOXYKHIVORIN","6708722",NA,570.7,1160
"KHIVORIN","KHIVORIN","21596331",NA,586.7,1200
"SMILAGENIN ACETATE","SMILAGENIN ACETATE","225766",NA,458.7,797
"2-ISOPROPYL-3-METHOXYCINNAMIC ACID","2-ISOPROPYL-3-METHOXYCINNAMIC ACID","5827643",NA,220.26,258
"Gangaleoidin","Gangaleoidin","4565183",NA,413.2,588
"CINEOLE","CINEOLE","2758","D05YAR",154.25,164
"7-DEACETYLKHIVORIN","7-DEACETYLKHIVORIN","6708579",NA,544.6,1090
"OBACUNOL","OBACUNOL","4030850",NA,456.5,943
"CARAPIN-8 (9)-ENE","CARAPIN-8 (9)-ENE","6708728",NA,466.5,1050
"EPOXYGEDUNIN","EPOXYGEDUNIN","6708724",NA,498.6,1070
"HYDROXY (3beta)ISOALLOSPIROST-9 (11)-ENE","HYDROXY (3beta)ISOALLOSPIROST-9 (11)-ENE","6708715",NA,549.5,963
"13-METHYL-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE","13-METHYL-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE","6708561",NA,228.33,322
"OBTUSAQUINONE","OBTUSAQUINONE","5967872",NA,254.28,460
"DEOXYANDIROBIN","DEOXYANDIROBIN","6708516",NA,452.5,942
"PRIEURANIN ACETATE","PRIEURANIN ACETATE","6710640",NA,804.8,1640
"3-DEOXO-3beta-HYDROXYMEXICANOLIDE 16-ENOL ETHER","3-DEOXO-3beta-HYDROXYMEXICANOLIDE 16-ENOL ETHER","6708594",NA,484.6,980
"HECOGENIN ACETATE","HECOGENIN ACETATE","101906",NA,472.7,871
"DEOXYGEDUNOL ACETATE","DEOXYGEDUNOL ACETATE","6708590",NA,510.6,1060
"COLCHICEINE","COLCHICEINE","234105","D01DMN",385.4,724
"11alpha-ACETOXYKHIVORIN","11alpha-ACETOXYKHIVORIN","6708501",NA,644.7,1340
"DIHYDROGEDUNIN","DIHYDROGEDUNIN","542117",NA,484.6,990
"SWIETENINE","SWIETENINE","14262276",NA,568.7,1200
"16-DEOXOMEXICANOLIDE 16-METHYL ETHER","16-DEOXOMEXICANOLIDE 16-METHYL ETHER","6708569",NA,484.6,966
"1,2alpha-EPOXYDEACETOXYDIHYDROGEDUNIN","1,2alpha-EPOXYDEACETOXYDIHYDROGEDUNIN","6708599",NA,456.5,962
"TIGOGENIN","TIGOGENIN","99516",NA,416.6,694
"14-METHOXY-4,4-BISNOR-4,8,11,13-PODOCARPATETRAEN-3-ONE","14-METHOXY-4,4-BISNOR-4,8,11,13-PODOCARPATETRAEN-3-ONE","6708585",NA,242.31,385
"12-HYDROXY-4,4-BISNOR-4,8,11,13-PODOCARPATETRAEN-3-ONE","12-HYDROXY-4,4-BISNOR-4,8,11,13-PODOCARPATETRAEN-3-ONE","6708578",NA,228.29,371
"ANDIROBIN","ANDIROBIN","266444",NA,468.5,982
"GEDUNIN","GEDUNIN","12004512",NA,482.6,1030
"HUMILIN A","HUMILIN A","6708546",NA,528.6,1090
"3alpha-HYDROXY-3-DEOXYANGOLENSIC ACID METHYL ESTER","3alpha-HYDROXY-3-DEOXYANGOLENSIC ACID METHYL ESTER","6708562",NA,472.6,897
"TOTAROL ACETATE","TOTAROL ACETATE","623264",NA,328.5,480
"DIGITONIN","DIGITONIN","6474107",NA,1229.3,2230
"GITOXIGENIN","GITOXIGENIN","348482",NA,390.5,718
"DEGUELIN(-)","DEGUELIN","107935","D14NDZ",394.4,674
"ANTHOTHECOL","ANTHOTHECOL","99980",NA,480.5,1120
"DEACETOXY-7-OXOGEDUNIN","DEACETOXY-7-OXOGEDUNIN","6708525",NA,438.5,967
"UTILIN","UTILIN","6708545",NA,816.8,1890
"DEOXYANDIROBIN LACTONE","DEOXYANDIROBIN LACTONE","6708582",NA,440.5,904
"TOTARALOLAL","TOTARALOLAL","6708512",NA,300.4,431
"PICROTIN","PICROTIN","442291","D0V9XF",310.3,644
"MUNDULONE","MUNDULONE","4587968",NA,434.5,813
"KOPARIN","KOPARIN","5318834",NA,300.26,462
"BUSSEIN","BUSSEIN","54721972",NA,858.9,2010
"7-DEACETOXY-7-OXOKHIVORIN","7-DEACETOXY-7-OXOKHIVORIN","6708526",NA,542.6,1130
"NILOTICIN","NILOTICIN","14021529",NA,456.7,870
"3-DEOXO-3beta-ACETOXYDEOXYDIHYDROGEDUNIN","3-DEOXO-3beta-ACETOXYDEOXYDIHYDROGEDUNIN","6708586",NA,512.6,1020
"19-HYDROXYTOTAROL","19-HYDROXYTOTAROL","6708568",NA,302.5,407
"1,3-DIDEACETYL-7-DEACETOXY-7-OXOKHIVORIN","1,3-DIDEACETYL-7-DEACETOXY-7-OXOKHIVORIN","6708618",NA,458.5,916
"2,3-DIHYDROXY-4-METHOXY-4-ETHOXYBENZOPHENONE","2,3-DIHYDROXY-4-METHOXY-4-ETHOXYBENZOPHENONE","6728940",NA,288.29,338
"AVOCADYNONE ACETATE","AVOCADYNONE ACETATE","6710762",NA,324.5,367
"CYTOCHALASIN E","CYTOCHALASIN E","5458385",NA,495.6,986
"PRISTIMEROL DIACETATE","PRISTIMEROL DIACETATE","15144191",NA,550.7,1110
"INDOLE-2-CARBOXYLIC ACID","INDOLE-2-CARBOXYLIC ACID","72899",NA,161.16,193
"CELASTROL","CELASTROL","122724","D0I9XH",450.6,1100
"NITROMIDE","NITROMIDE","4511",NA,211.13,272
"6-AMINONICOTINAMIDE","6-AMINONICOTINAMIDE","9500",NA,137.14,137
"BIOCHANIN A DIACETATE","BIOCHANIN A DIACETATE","1403142",NA,368.3,618
"THIOGUANINE","THIOGUANINE","2723601","D02ZXM",167.19,225
"PICROPODOPHYLLOTOXIN","PICROPODOPHYLLOTOXIN","72435","D01SJS",414.4,629
"AKLOMIDE","AKLOMIDE","2075",NA,200.58,228
"3,3-DIINDOLYLMETHANE","3,3-DIINDOLYLMETHANE","3071",NA,246.31,286
"Sanguinarine Sulfate","Sanguinarine Sulfate","13394149",NA,429.4,606
"CYTOCHALASIN D","CYTOCHALASIN D","5458428",NA,507.6,996
"LINDANE","LINDANE","727","D0Q5IN",290.8,104
"CEFTRIAXONE SODIUM","CEFTRIAXONE SODIUM","23679441",NA,576.6,1120
"1,2-DIMETHYLHYDRAZINE HYDROCHLORIDE","1,2-DIMETHYLHYDRAZINE","1322",NA,60.1,6
"PENICILLIC ACID","PENICILLIC ACID","1268111",NA,170.16,250
"Azaserine","Azaserine","460129",NA,173.13,233
"ACRIFLAVINIUM HYDROCHLORIDE","ACRIFLAVINIUM","2016",NA,224.28,255
"p-FLUOROPHENYLALANINE","p-FLUOROPHENYLALANINE","4654",NA,183.18,179
"Hydrocortisone Butyrate","Hydrocortisone Butyrate","26133",NA,432.5,817
"ACLACINOMYCIN A1","ACLACINOMYCIN A1","2008",NA,811.9,1530
"BUSULFAN","BUSULFAN","2478","D07SUG",246.3,294
"ZIDOVUDINE [AZT]","ZIDOVUDINE [AZT]","35370","D01XYJ; D01SKR",267.24,484
"ESTRIOL METHYL ETHER","ESTRIOL METHYL ETHER","5284653",NA,302.4,425
"BETA-PROPIOLACTONE","BETA-PROPIOLACTONE","2365","D0Z8AA",72.06,57
"AKLAVINE HYDROCHLORIDE","AKLAVINE","149755",NA,569.6,1020
"MECHLORETHAMINE","MECHLORETHAMINE","4033","D03SSE",156.05,43
"URETHANE","URETHANE","5641",NA,89.09,52
"MERCAPTOPURINE","MERCAPTOPURINE","667490","D09UZO",152.18,190
"HALAZONE","HALAZONE","3552",NA,270.09,329
"EMBELIN","EMBELIN","3218","D05HSW",294.4,432
"2-THIOURACIL","2-THIOURACIL","1269845",NA,128.15,163
"RIFAXIMIN","RIFAXIMIN","6436173","D04ITO",785.9,1590
"SEMUSTINE","SEMUSTINE","5198",NA,247.72,242
"DIHYDROCELASTROL","DIHYDROCELASTROL","10411574",NA,452.6,881
"PHYSOSTIGMINE SALICYLATE","PHYSOSTIGMINE SALICYLATE","657348",NA,413.5,535
"3alpha-HYDROXY-4,4-BISNOR-8,11,13-PODOCARPATRIENE","3alpha-HYDROXY-4,4-BISNOR-8,11,13-PODOCARPATRIENE","6708760",NA,216.32,262
"5,7,4-TRIMETHOXYFLAVONE","5,7,4-TRIMETHOXYFLAVONE","13964545",NA,328.3,490
"SODIUM p-AMINOSALICYLATE","SODIUM p-AMINOSALICYLATE","2724368","D0Q3QS",175.12,165
"CHLOROCRESOL","CHLOROCRESOL","1732",NA,142.58,94
"HAVANENSIN TRIACETATE","HAVANENSIN TRIACETATE","3513772",NA,556.7,1100
"2,3,4-TRIHYDROXY-4-METHOXYBENZOPHENONE","2,3,4-TRIHYDROXY-4-METHOXYBENZOPHENONE","3908719",NA,260.24,311
"3-CHLORO-8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL","3-CHLORO-8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL","6708564",NA,503,1050
"APIIN","APIIN","5280746",NA,564.5,923
"SUCCINYLACETONE","SUCCINYLACETONE","5312",NA,158.15,183
"PARAROSANILINE PAMOATE","PARAROSANILINE PAMOATE","71300937",NA,963.1,1030
"METHOXYVONE","METHOXYVONE","4119",NA,266.29,395
"FLAVANONE","FLAVANONE","10251","D0B4VE",224.25,281
"STIGMASTA-4,22-DIEN-3-ONE","STIGMASTA-4,22-DIEN-3-ONE","6442194",NA,410.7,714
"5beta-12-METHOXY-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE","5beta-12-METHOXY-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE","6708693",NA,244.33,338
"NEOHESPERIDIN DIHYDROCHALCONE","NEOHESPERIDIN DIHYDROCHALCONE","30231",NA,612.6,882
"QUASSIN","QUASSIN","65571",NA,388.5,838
"TRISODIUM ETHYLENEDIAMINE TETRACETATE","TRISODIUM ETHYLENEDIAMINE TETRACETATE","5702046",NA,361.21,316
"GYROPHORIC ACID","GYROPHORIC ACID","135728",NA,468.4,756
"CEFAZOLIN SODIUM","CEFAZOLIN SODIUM","23675322",NA,476.5,746
"4-DEMETHYLEPIPODOPHYLLOTOXIN","4-DEMETHYLEPIPODOPHYLLOTOXIN","122797","D03YCW",400.4,614
"18-AMINOABIETA-8,11,13-TRIENE SULFATE","18-AMINOABIETA-8,11,13-TRIENE","16725076",NA,383.5,457
"N-ACETYLPROLINE","N-ACETYLPROLINE","66141",NA,157.17,190
"2-ETHOXYCARBONYL-2-HYDROXY-5,7-DIMETHOXYISOFLAVANONE","2-ETHOXYCARBONYL-2-HYDROXY-5,7-DIMETHOXYISOFLAVANONE","4217462",NA,372.4,544
"AMINOHYDROXYBUTYRIC ACID","AMINOHYDROXYBUTYRIC ACID","2149","D00PUF",119.12,83
"1,3,5-TRIMETHOXYBENZENE","1,3,5-TRIMETHOXYBENZENE","69301",NA,168.19,91
"4-NAPHTHALIMIDOBUTYRIC ACID","4-NAPHTHALIMIDOBUTYRIC ACID","145949","DL74RO",283.28,431
"BETAMIPRON","BETAMIPRON","71651",NA,193.2,209
"MECYSTEINE HYDROCHLORIDE","MECYSTEINE","29145",NA,135.19,86
"SECNIDAZOLE","SECNIDAZOLE","71815","D0V5IW",185.18,194
"HAEMATOXYLONE, TETRAMETHYL-","HAEMATOXYLONE, TETRAMETHYL-","4309557",NA,372.4,536
"COBALAMINE","COBALAMINE","156619828",NA,1580.6,3470
"NAFCILLIN SODIUM","NAFCILLIN SODIUM","23667630",NA,436.5,705
"FENAMISAL","FENAMISAL","8609","D0L5PO",229.23,263
"CUNEATIN METHYL ETHER","CUNEATIN METHYL ETHER","343083",NA,326.3,518
"BISSALICYL FUMARATE","BISSALICYL FUMARATE","16667734",NA,356.3,532
"PEFLOXACINE MESYLATE","PEFLOXACINE MESYLATE","119525",NA,429.5,638
"3-DESMETHYL-5-DESHYDROXYSCLEROIN","3-DESMETHYL-5-DESHYDROXYSCLEROIN","270559",NA,244.24,286
"PIMETHIXENE MALEATE","PIMETHIXENE MALEATE","5702167",NA,409.5,501
"DIPYROCETYL","DIPYROCETYL","68093",NA,238.19,324
"Thioxolone","Thioxolone","72139","D0M8UY",168.17,183
"14-METHOXY-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE","14-METHOXY-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE","6708601",NA,244.33,338
"CHLORPROPHAM","CHLORPROPHAM","2728",NA,213.66,197
"METHYLORSELLINIC ACID, ETHYL ESTER","METHYLORSELLINIC ACID, ETHYL ESTER","3084545",NA,210.23,229
"ELLAGIC ACID","ELLAGIC ACID","5281855","D0A1CM",302.19,475
"BERGAPTEN","BERGAPTEN","2355","D0QR5G",216.19,325
"Desoxycorticosterone Acetate","Desoxycorticosterone Acetate","5952","D02CJX",372.5,707
"ANTHRAQUINONE","ANTHRAQUINONE","6780","D0L5LN",208.21,261
"LEVALBUTEROL HYDROCHLORIDE","LEVALBUTEROL","123600","D02ZJI",239.31,227
"BIFONAZOLE","BIFONAZOLE","2378","D0AA2D",310.4,362
"2,4-DIHYDROXY-3,4-DIMETHOXY-4-ETHOXYBENZOPHENONE","2,4-DIHYDROXY-3,4-DIMETHOXY-4-ETHOXYBENZOPHENONE","3985760",NA,318.32,379
"5alpha-ANDROSTAN-3,17-DIONE","5alpha-ANDROSTAN-3,17-DIONE","222865","D0T5MO",288.4,496
"BETAMETHASONE 17,21-DIPROPIONATE","BETAMETHASONE 17,21-DIPROPIONATE","21800","D0MD6C",504.6,1050
"ACETOSYRINGONE","ACETOSYRINGONE","17198",NA,196.2,190
"CHLORANIL","CHLORANIL","8371","D0D0BI",245.9,278
"SARAFLOXACIN HYDROCHLORIDE","SARAFLOXACIN","56208",NA,385.4,645
"CHLORAMPHENICOL HEMISUCCINATE","CHLORAMPHENICOL HEMISUCCINATE","656580",NA,423.2,546
"7-CHLOROETHYLTHEOPHYLLINE","7-CHLOROETHYLTHEOPHYLLINE","1882",NA,242.66,325
"18alpha-GLYCYRRHETINIC ACID","18alpha-GLYCYRRHETINIC ACID","73398",NA,470.7,965
"CETRIMONIUM BROMIDE","CETRIMONIUM BROMIDE","5974","DM5T2B",364.4,181
"Estradiol Acetate","Estradiol Acetate","9818306","D0T7ZQ",314.4,476
"Catechin Tetramethylether","Catechin Tetramethylether","182659",NA,346.4,419
"FLOXURIDINE","FLOXURIDINE","5790","D0TS1Z",246.19,386
"DINITOLMIDE","DINITOLMIDE","3092",NA,225.16,321
"CHLOROXINE","CHLOROXINE","2722","D02HWP",214.04,191
"PROTHIONAMIDE","PROTHIONAMIDE","666418","D0L7UQ",180.27,159
"Oxiconazole Nitrate","Oxiconazole Nitrate","9556529",NA,492.1,506
"ELAIDYLPHOSPHOCHOLINE","ELAIDYLPHOSPHOCHOLINE","14856193",NA,433.6,427
"JUAREZIC ACID","JUAREZIC ACID","1549512",NA,174.2,210
"DEOXYGUANOSINE","DEOXYGUANOSINE","135398592",NA,267.24,417
"PEUCEDANIN","PEUCEDANIN","8616",NA,258.27,390
"DIHYDROSAMIDIN","DIHYDROSAMIDIN","442128",NA,388.4,666
"ZEARALENONE","ZEARALENONE","5281576",NA,318.4,445
"DIHYDROCELASTRYL DIACETATE","DIHYDROCELASTRYL DIACETATE","6708713",NA,536.7,1100
"Valproate Sodium","Valproate Sodium","16760703","D0R5HK",166.19,98
"DIOSMIN","DIOSMIN","5281613","D0X9XP",608.5,995
"N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE","N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE","4364",NA,437.6,567
"DERRUBONE","DERRUBONE","5810067",NA,366.4,637
"Tegaserod Maleate","Tegaserod","135409453","D00XWD",301.39,385
