"cid","tid","TARGETID","UNIPROID","TARGNAME","GENENAME","TARGTYPE","BIOCLASS"
234102,"D0J5RQ","T65200","DHI1_HUMAN","Corticosteroid 11-beta-dehydrogenase 1 (HSD11B1)","HSD11B1","Clinical trial target","Short-chain dehydrogenases reductase"
91510,"D05ODW","T81100","SC5A2_HUMAN","SLC5A2 messenger RNA (SLC5A2 mRNA)","SLC5A2","Clinical trial target","mRNA target"
6716,"D0MH4R","T86679","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","ADORA2B","Successful target","GPCR rhodopsin"
6716,"D0MH4R","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
13472,"D0W9PF","T13260","CP19A_HUMAN","Aromatase (CYP19A1)","CYP19A1","Successful target","Paired donor oxygen oxidoreductase"
7595,"D0X7IM","T35734","HYES_HUMAN","Soluble epoxide hydrolase (EPHX2)","EPHX2","Clinical trial target","Ether bond hydrolase"
6549,"D0X5DC","T41955","TRPM8_HUMAN","Long transient receptor potential channel 8 (TRPM8)","TRPM8","Successful target","Transient receptor potential catioin channel"
3840,"D0F3CO","T97035","TYRO_HUMAN","Tyrosinase (TYR)","TYR","Successful target","Paired donor oxygen oxidoreductase"
135398638,"D03HVE","T78198","PNPH_HUMAN","Purine nucleoside phosphorylase (PNP)","PNP","Clinical trial target","Pentosyltransferase"
64961,"D0R6FJ","T51487","GBRA1_HUMAN","GABA(A) receptor alpha-1 (GABRA1)","GABRA1","Successful target","Ligand-gated ion channel"
64961,"D0R6FJ","T64382",NA,"Gamma-aminobutyric acid receptor (GAR)",NA,NA,NA
221493,"D0OR2L","T31479","PA21B_HUMAN","Phospholipase A2 (PLA2G1B)","PLA2G1B","Successful target","Carboxylic ester hydrolase"
221493,"D0OR2L","T76369","EST1_HUMAN","Liver carboxylesterase (CES1)","CES1","Successful target","Carboxylic ester hydrolase"
221493,"D0OR2L","T42822","HEMH_HUMAN","Ferrochelatase (FECH)","FECH","Successful target","Ferrochelatase"
135403797,"D0R7MJ","T10965","LYAM3_HUMAN","P-selectin (SELP)","SELP",NA,NA
135403797,"D0R7MJ","T60526","LYAM1_HUMAN","L-selectin (SELL)","SELL","Clinical trial target",NA
135403797,"D0R7MJ","T19923","B2CL1_HUMAN","Bcl-x messenger RNA (BCL2L1 mRNA)","BCL2L1","Literature-reported target","mRNA target"
190,"D08IBS","T86836",NA,"Human Deoxyribonucleic acid (hDNA)",NA,"Successful target",NA
80220,"D0F1AS","T92072","AA1R_HUMAN","Adenosine A1 receptor (ADORA1)","ADORA1","Successful target","GPCR rhodopsin"
80220,"D0F1AS","T77365","AA2AR_HUMAN","Adenosine A2a receptor (ADORA2A)","ADORA2A","Successful target","GPCR rhodopsin"
80220,"D0F1AS","T86679","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","ADORA2B","Successful target","GPCR rhodopsin"
5997,"D02DLW","T95998","PCY1B_HUMAN","Cholinephosphate cytidylyltransferase (PCYT1B)","PCYT1B","Clinical trial target","Nucleotidyltransferase"
10212,"D09ROW","T79062","5HT7R_HUMAN","5-HT 7 receptor (HTR7)","HTR7","Clinical trial target","GPCR rhodopsin"
323,"D03ZMQ","T13201","CAH1_HUMAN","Carbonic anhydrase I (CA-I)","CA1","Successful target","Alpha-carbonic anhydrase"
323,"D03ZMQ","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
323,"D03ZMQ","T53378","CAH4_HUMAN","Carbonic anhydrase IV (CA-IV)","CA4","Successful target","Alpha-carbonic anhydrase"
323,"D03ZMQ","T16987","CAH12_HUMAN","Carbonic anhydrase XII (CA-XII)","CA12","Successful target","Alpha-carbonic anhydrase"
323,"D03ZMQ","T06569","CAH6_HUMAN","Carbonic anhydrase VI (CA-VI)","CA6","Successful target","Alpha-carbonic anhydrase"
323,"D03ZMQ","T31992","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","CA14","Successful target","Alpha-carbonic anhydrase"
323,"D03ZMQ","T64567","CAH9_HUMAN","Carbonic anhydrase IX (CA-IX)","CA9","Clinical trial target","Alpha-carbonic anhydrase"
323,"D03ZMQ","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
222528,"D02PQB","T21782","PCNA_HUMAN","Proliferating cell nuclear antigen (PCNA)","PCNA","Clinical trial target",NA
5280459,"D07DJS","T26623","ALDR_HUMAN","Aldose reductase (AKR1B1)","AKR1B1","Successful target","Short-chain dehydrogenases reductase"
10748,"D0U4BB","T13201","CAH1_HUMAN","Carbonic anhydrase I (CA-I)","CA1","Successful target","Alpha-carbonic anhydrase"
10748,"D0U4BB","T53378","CAH4_HUMAN","Carbonic anhydrase IV (CA-IV)","CA4","Successful target","Alpha-carbonic anhydrase"
10748,"D0U4BB","T16987","CAH12_HUMAN","Carbonic anhydrase XII (CA-XII)","CA12","Successful target","Alpha-carbonic anhydrase"
10748,"D0U4BB","T06569","CAH6_HUMAN","Carbonic anhydrase VI (CA-VI)","CA6","Successful target","Alpha-carbonic anhydrase"
10748,"D0U4BB","T31992","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","CA14","Successful target","Alpha-carbonic anhydrase"
10748,"D0U4BB","T64567","CAH9_HUMAN","Carbonic anhydrase IX (CA-IX)","CA9","Clinical trial target","Alpha-carbonic anhydrase"
10748,"D0U4BB","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
370,"D0Y3TZ","T13201","CAH1_HUMAN","Carbonic anhydrase I (CA-I)","CA1","Successful target","Alpha-carbonic anhydrase"
370,"D0Y3TZ","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
370,"D0Y3TZ","T53378","CAH4_HUMAN","Carbonic anhydrase IV (CA-IV)","CA4","Successful target","Alpha-carbonic anhydrase"
370,"D0Y3TZ","T16987","CAH12_HUMAN","Carbonic anhydrase XII (CA-XII)","CA12","Successful target","Alpha-carbonic anhydrase"
370,"D0Y3TZ","T06569","CAH6_HUMAN","Carbonic anhydrase VI (CA-VI)","CA6","Successful target","Alpha-carbonic anhydrase"
370,"D0Y3TZ","T31992","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","CA14","Successful target","Alpha-carbonic anhydrase"
370,"D0Y3TZ","T10965","LYAM3_HUMAN","P-selectin (SELP)","SELP",NA,NA
370,"D0Y3TZ","T64567","CAH9_HUMAN","Carbonic anhydrase IX (CA-IX)","CA9","Clinical trial target","Alpha-carbonic anhydrase"
370,"D0Y3TZ","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
442021,"D0H2UT","T67684","ACM3_HUMAN","Muscarinic acetylcholine receptor M3 (CHRM3)","CHRM3","Successful target","GPCR rhodopsin"
442021,"D0H2UT","T09130",NA,"Muscarinic acetylcholine receptor (CHRM)",NA,NA,NA
16129778,"D0R4WJ","T05089","ANO1_HUMAN","Calcium-dependent chloride channel anoctamin (ANO)","ANO1","Successful target",NA
10114,"D0X2OD","T89529","PTN1_HUMAN","PTPN1 messenger RNA (PTPN1 mRNA)","PTPN1","Successful target","mRNA target"
5281646,"D0U8AU","T31595","NRAM_I33A0","Influenza Neuraminidase (Influ NA)","Influ NA","Successful target","Glycosylase"
5281605,"D00YEV","T00140","LOX5_HUMAN","Arachidonate 5-lipoxygenase (5-LOX)","ALOX5","Successful target","Oxygenase"
5281605,"D00YEV","T20178","TNFA_HUMAN","Tumor necrosis factor (TNF)","TNF","Successful target","Cytokine: tumor necrosis factor"
5281605,"D00YEV","T40954","XDH_HUMAN","Xanthine dehydrogenase/oxidase (XDH)","XDH","Successful target","CH/CH(2) oxidoreductase"
5281605,"D00YEV","T10965","LYAM3_HUMAN","P-selectin (SELP)","SELP",NA,NA
5281605,"D00YEV","T86161","PPCE_HUMAN","Prolyl endopeptidase (PREP)","PREP","Clinical trial target","Peptidase"
5281605,"D00YEV","T88285","LGUL_HUMAN","Lactoylglutathione lyase (GLO1)","GLO1","Clinical trial target","Carbon-sulfur lyases"
5281605,"D00YEV","T60526","LYAM1_HUMAN","L-selectin (SELL)","SELL","Clinical trial target",NA
5280378,"D0M7BR","T81100","SC5A2_HUMAN","SLC5A2 messenger RNA (SLC5A2 mRNA)","SLC5A2","Clinical trial target","mRNA target"
5281650,"D06PRC","T31595","NRAM_I33A0","Influenza Neuraminidase (Influ NA)","Influ NA","Successful target","Glycosylase"
5281650,"D06PRC","T16042","LOX15_HUMAN","Arachidonate 15-lipoxygenase (15-LOX)","ALOX15","Patented-recorded target","Oxygenase"
5281650,"D06PRC","T35527","LOX12_HUMAN","Arachidonate 12-lipoxygenase (12-LOX)","ALOX12","Literature-reported target","Oxygenase"
92802,"D09OWE","T89529","PTN1_HUMAN","PTPN1 messenger RNA (PTPN1 mRNA)","PTPN1","Successful target","mRNA target"
97226,"D07ILP","T09826","TOP1_HUMAN","DNA topoisomerase I (TOP1)","TOP1","Successful target","Topoisomerase"
5318997,"D05OQG","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
72344,"D4PG6A","T25307","RORG_HUMAN","Nuclear receptor ROR-gamma (RORG)","RORC","Clinical trial target","Nuclear hormone receptor"
3712,"DN62DG","T51672","IKBA_HUMAN","NF-kappa-B inhibitor alpha (NFKBIA)","NFKBIA","Clinical trial target",NA
442894,"D0T5AW","T83875","AOFA_HUMAN","Monoamine oxidase type A (MAO-A)","MAOA","Successful target","CH-NH(2) donor oxidoreductase"
442894,"D0T5AW","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
969516,"D07SDQ","T13201","CAH1_HUMAN","Carbonic anhydrase I (CA-I)","CA1","Successful target","Alpha-carbonic anhydrase"
969516,"D07SDQ","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
969516,"D07SDQ","T53378","CAH4_HUMAN","Carbonic anhydrase IV (CA-IV)","CA4","Successful target","Alpha-carbonic anhydrase"
969516,"D07SDQ","T16987","CAH12_HUMAN","Carbonic anhydrase XII (CA-XII)","CA12","Successful target","Alpha-carbonic anhydrase"
969516,"D07SDQ","T60529","PGH1_HUMAN","Prostaglandin G/H synthase 1 (COX-1)","PTGS1","Successful target","Paired donor oxygen oxidoreductase"
969516,"D07SDQ","T06569","CAH6_HUMAN","Carbonic anhydrase VI (CA-VI)","CA6","Successful target","Alpha-carbonic anhydrase"
969516,"D07SDQ","T31992","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","CA14","Successful target","Alpha-carbonic anhydrase"
969516,"D07SDQ","T87024","A4_HUMAN","Amyloid beta A4 protein (APP)","APP","Successful target","Amyloid beta-protein peptide"
969516,"D07SDQ","T40954","XDH_HUMAN","Xanthine dehydrogenase/oxidase (XDH)","XDH","Successful target","CH/CH(2) oxidoreductase"
969516,"D07SDQ","T66665","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","PTGS2","Successful target","Paired donor oxygen oxidoreductase"
969516,"D07SDQ","T37848","CP3A4_HUMAN","Albendazole monooxygenase (CYP3A4)","CYP3A4","Clinical trial target","Paired donor oxygen oxidoreductase"
969516,"D07SDQ","T54156","MMP9_HUMAN","Matrix metalloproteinase-9 (MMP-9)","MMP9","Clinical trial target","Peptidase"
969516,"D07SDQ","T34296","MMP13_HUMAN","Matrix metalloproteinase-13 (MMP-13)","MMP13","Clinical trial target","Peptidase"
969516,"D07SDQ","T64567","CAH9_HUMAN","Carbonic anhydrase IX (CA-IX)","CA9","Clinical trial target","Alpha-carbonic anhydrase"
969516,"D07SDQ","T02703","NOS2_HUMAN","Nitric-oxide synthase inducible (NOS2)","NOS2","Clinical trial target","Paired donor oxygen oxidoreductase"
969516,"D07SDQ","T65501","DNM3B_HUMAN","DNA [cytosine-5]-methyltransferase 3B (DNMT3B)","DNMT3B","Clinical trial target","Methyltransferase"
969516,"D07SDQ","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
969516,"D07SDQ","T92308",NA,"DNA [cytosine-5]-methyltransferase (DNMT)",NA,NA,NA
969516,"D07SDQ","T16422",NA,"Multidrug resistance protein (MDR)",NA,NA,"ABC transporter"
5281612,"D00RFY; D0EV5U","T92521","CP1B1_HUMAN","Cytochrome P450 1B1 (CYP1B1)","CYP1B1","Clinical trial target","Paired donor oxygen oxidoreductase"
5281612,"D00RFY; D0EV5U","T29130","STAT3_HUMAN","Signal transducer and activator of transcription 3 (STAT3)","STAT3","Successful target","Transcription factor"
5393152,"D0JL2T","T53748","Q965D5_PLAFA","Plasmodium Enoyl-ACP reductase (Malaria fabI)","Malaria fabI","Successful target","CH-CH donor oxidoreductase"
445858,"D03SLR","T13201","CAH1_HUMAN","Carbonic anhydrase I (CA-I)","CA1","Successful target","Alpha-carbonic anhydrase"
445858,"D03SLR","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
445858,"D03SLR","T53378","CAH4_HUMAN","Carbonic anhydrase IV (CA-IV)","CA4","Successful target","Alpha-carbonic anhydrase"
445858,"D03SLR","T16987","CAH12_HUMAN","Carbonic anhydrase XII (CA-XII)","CA12","Successful target","Alpha-carbonic anhydrase"
445858,"D03SLR","T06569","CAH6_HUMAN","Carbonic anhydrase VI (CA-VI)","CA6","Successful target","Alpha-carbonic anhydrase"
445858,"D03SLR","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
445858,"D03SLR","T31992","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","CA14","Successful target","Alpha-carbonic anhydrase"
445858,"D03SLR","T64567","CAH9_HUMAN","Carbonic anhydrase IX (CA-IX)","CA9","Clinical trial target","Alpha-carbonic anhydrase"
445858,"D03SLR","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
6280,"D0S4MN","T39716","SCN5A_HUMAN","Voltage-gated sodium channel alpha Nav1.5 (SCN5A)","SCN5A","Successful target","Voltage-gated ion channel"
6280,"D0S4MN","T43739","SCNAA_HUMAN","Voltage-gated sodium channel alpha Nav1.8 (SCN10A)","SCN10A","Successful target","Voltage-gated ion channel"
6280,"D0S4MN","T76937","SCN3A_HUMAN","Voltage-gated sodium channel alpha Nav1.3 (SCN3A)","SCN3A","Successful target","Voltage-gated ion channel"
6280,"D0S4MN","T12119","SCN9A_HUMAN","Voltage-gated sodium channel alpha Nav1.7 (SCN9A)","SCN9A","Clinical trial target","Voltage-gated ion channel"
6280,"D0S4MN","T02546","SCN4A_HUMAN","Voltage-gated sodium channel alpha Nav1.4 (SCN4A)","SCN4A","Clinical trial target","Voltage-gated ion channel"
6280,"D0S4MN","T58741","SCN8A_HUMAN","Voltage-gated sodium channel alpha Nav1.6 (SCN8A)","SCN8A","Clinical trial target","Voltage-gated ion channel"
445070,"D0M0CF","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
94701,"D0N1QQ","T31391","DPP4_HUMAN","Dipeptidyl peptidase 4 (DPP-4)","DPP4","Successful target","Peptidase"
294641,"D02JUT","T70101","PYRG1_HUMAN","CTP synthase (CTPS1)","CTPS1","Clinical trial target","Carbon-nitrogen ligase"
294641,"D02JUT","T13609","E9BCR2_LEIDB","Leishmania Carbamoyl-phosphate synthase (Leishm CPS)","Leishm CPS","Discontinued target","Carbon-nitrogen ligase"
273,"D02QGI","T13201","CAH1_HUMAN","Carbonic anhydrase I (CA-I)","CA1","Successful target","Alpha-carbonic anhydrase"
273,"D02QGI","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
273,"D02QGI","T53378","CAH4_HUMAN","Carbonic anhydrase IV (CA-IV)","CA4","Successful target","Alpha-carbonic anhydrase"
273,"D02QGI","T16987","CAH12_HUMAN","Carbonic anhydrase XII (CA-XII)","CA12","Successful target","Alpha-carbonic anhydrase"
273,"D02QGI","T06569","CAH6_HUMAN","Carbonic anhydrase VI (CA-VI)","CA6","Successful target","Alpha-carbonic anhydrase"
273,"D02QGI","T31992","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","CA14","Successful target","Alpha-carbonic anhydrase"
273,"D02QGI","T64567","CAH9_HUMAN","Carbonic anhydrase IX (CA-IX)","CA9","Clinical trial target","Alpha-carbonic anhydrase"
273,"D02QGI","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
445354,"D0S7WX","T46456","RXRG_HUMAN","Retinoic acid receptor RXR-gamma (RXRG)","RXRG","Successful target","Nuclear hormone receptor"
445354,"D0S7WX","T99616","TYTR_TRYBB","Trypanosoma Trypanothione reductase (Trypano TPR)","Trypano TPR","Successful target","Sulfur donor oxidoreductase"
445354,"D0S7WX","T11822",NA,"Retinoic acid receptor (RAR)",NA,NA,NA
107838,"D03LPH","T83875","AOFA_HUMAN","Monoamine oxidase type A (MAO-A)","MAOA","Successful target","CH-NH(2) donor oxidoreductase"
107838,"D03LPH","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
107838,"D03LPH","T32060","5HT2A_HUMAN","5-HT 2A receptor (HTR2A)","HTR2A","Successful target","GPCR rhodopsin"
107838,"D03LPH","T11448","ADA2A_HUMAN","Adrenergic receptor alpha-2A (ADRA2A)","ADRA2A","Successful target","GPCR rhodopsin"
107838,"D03LPH","T41580","ADA2B_HUMAN","Adrenergic receptor alpha-2B (ADRA2B)","ADRA2B","Successful target","GPCR rhodopsin"
107838,"D03LPH","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
10569,"D0UQ6U","T65200","DHI1_HUMAN","Corticosteroid 11-beta-dehydrogenase 1 (HSD11B1)","HSD11B1","Clinical trial target","Short-chain dehydrogenases reductase"
124886,"D02HFD","T10362",NA,"Enzyme unspecific (Enz)",NA,NA,NA
3314,"D0O4QB","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
3314,"D0O4QB","T46521","ANDR_HUMAN","Androgen receptor messenger RNA (AR mRNA)","AR","Clinical trial target","mRNA target"
9750,"D01XPY","T72032","GPC6A_HUMAN","G-protein coupled receptor GPCR33 (GPRC6A)","GPRC6A","Literature-reported target",NA
14982,"D0T8QB","T65200","DHI1_HUMAN","Corticosteroid 11-beta-dehydrogenase 1 (HSD11B1)","HSD11B1","Clinical trial target","Short-chain dehydrogenases reductase"
13730,"D0E0OJ","T25889",NA,"Adenylate cyclase (ADCY)",NA,"Literature-reported target","Phosphorus-oxygen lyase"
135403647,"D0B6TW","T17345","DYR_HUMAN","Dihydrofolate reductase (DHFR)","DHFR","Successful target","CH-NH donor oxidoreductase"
23675321,"D0DT5E","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
1201549,"D0HQ6N","T28893","ACM1_HUMAN","Muscarinic acetylcholine receptor M1 (CHRM1)","CHRM1","Successful target","GPCR rhodopsin"
3198,"D0EV8E","T73726","CP51_CANAL","Candida Cytochrome P450 51 (Candi ERG11)","Candi ERG11","Successful target","Paired donor oxygen oxidoreductase"
1990,"D0R9BG","T28869","URE1_KLEAE","Bacterial Urease (Bact ureC)","Bact ureC","Successful target","Carbon-nitrogen hydrolase"
56928061,"D0S6RD","T62977","RBBA_ECOLI","Bacterial Ribosomal ATPase RbbA (Bact rbbA)","Bact rbbA","Literature-reported target",NA
56928061,"D0S6RD","T71905",NA,"Bacterial 16S ribosomal RNA (Bact 16S rRNA)",NA,"Successful target",NA
5143,"D0A0YX","T13201","CAH1_HUMAN","Carbonic anhydrase I (CA-I)","CA1","Successful target","Alpha-carbonic anhydrase"
5143,"D0A0YX","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
5143,"D0A0YX","T16987","CAH12_HUMAN","Carbonic anhydrase XII (CA-XII)","CA12","Successful target","Alpha-carbonic anhydrase"
5143,"D0A0YX","T64567","CAH9_HUMAN","Carbonic anhydrase IX (CA-IX)","CA9","Clinical trial target","Alpha-carbonic anhydrase"
5143,"D0A0YX","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
10439,"D07PYV","T16117","NOS1_HUMAN","Nitric-oxide synthase brain (NOS1)","NOS1","Clinical trial target","Paired donor oxygen oxidoreductase"
60857,"D0NG7O","T07806","5HT1B_HUMAN","5-HT 1B receptor (HTR1B)","HTR1B","Successful target","GPCR rhodopsin"
60857,"D0NG7O","T11072","5HT1D_HUMAN","5-HT 1D receptor (HTR1D)","HTR1D","Successful target","GPCR rhodopsin"
137,"D0Y7ZD","T20514","HEM2_HUMAN","Delta-aminolevulinic acid dehydratase (ALAD)","ALAD","Successful target","Alpha-carbonic anhydrase"
5459308,"D0F9WF","T32137",NA,"NADPH oxidase (NOX)",NA,"Clinical trial target",NA
4062,"D0WO8W","T29303",NA,"Sodium channel unspecific (NaC)",NA,NA,NA
3749,"D00JAU; D02NZO; D0C0MN","T74456","AGTR1_HUMAN","Angiotensin II receptor type-1 (AGTR1)","AGTR1","Successful target","GPCR rhodopsin"
4747,"D00AWT","T29500","ADA1B_HUMAN","Adrenergic receptor alpha-1B (ADRA1B)","ADRA1B","Successful target","GPCR rhodopsin"
5484727,"D0M5OC","T82577","ACE_HUMAN","Angiotensin-converting enzyme (ACE)","SLC33A1","Successful target","Glycosylase"
149096,"D02RSN","T40696","PARC_STAAS","Staphylococcus Topoisomerase IV (Stap-coc parC)","Stap-coc parC","Successful target","Topoisomerase GyrA ParC"
149096,"D02RSN","T22348","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Bact gyrA; Bact gyrB","Successful target","ATP-hydrolyzing DNA topoisomerase"
452548,"D01DBQ","T96144","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","TOP2A; TOP2B","Successful target","ATP-hydrolyzing DNA topoisomerase"
3365,"D09LNI","T73726","CP51_CANAL","Candida Cytochrome P450 51 (Candi ERG11)","Candi ERG11","Successful target","Paired donor oxygen oxidoreductase"
3961,"D0DD0K","T74456","AGTR1_HUMAN","Angiotensin II receptor type-1 (AGTR1)","AGTR1","Successful target","GPCR rhodopsin"
84029,"D0Z1ZM","T53601",NA,"Bacterial 50S ribosomal RNA (Bact 50S rRNA)",NA,"Successful target",NA
3034010,"D0T9TJ","T94309","LIPP_HUMAN","Pancreatic triacylglycerol lipase (PNLIP)","PNLIP","Successful target","Carboxylic ester hydrolase"
3034010,"D0T9TJ","T76685","CNR1_HUMAN","Cannabinoid receptor 1 (CB1)","CNR1","Successful target","GPCR rhodopsin"
4829,"D03OFF","T58921","PPARG_HUMAN","Peroxisome proliferator-activated receptor gamma (PPAR-gamma)","PPARG","Successful target","Nuclear hormone receptor"
5311309,"D06PSS","T67952",NA,"Potassium channel unspecific (KC)",NA,NA,NA
4004,"D0K3LW","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
5278,"D0U9TM","T26623","ALDR_HUMAN","Aldose reductase (AKR1B1)","AKR1B1","Successful target","Short-chain dehydrogenases reductase"
5278,"D0U9TM","T22583","SC5A4_HUMAN","Sodium/glucose cotransporter 2 (SLC5A4)","SLC5A4","Clinical trial target","Solute:sodium symporter"
16533,"D03SXE","T40016","GCR_HUMAN","Glucocorticoid receptor (NR3C1)","NR3C1","Successful target","Nuclear hormone receptor"
