"cid","tid","TARGETID","keggid","keggname"
150311,"D09LWS; D0L4LX","T33901","hsa04975","Fat digestion and absorption"
65999,"D0N6RF","T74456","hsa04020","Calcium signaling pathway"
65999,"D0N6RF","T74456","hsa04022","cGMP-PKG signaling pathway"
65999,"D0N6RF","T74456","hsa04080","Neuroactive ligand-receptor interaction"
65999,"D0N6RF","T74456","hsa04261","Adrenergic signaling in cardiomyocytes"
65999,"D0N6RF","T74456","hsa04270","Vascular smooth muscle contraction"
65999,"D0N6RF","T74456","hsa04614","Renin-angiotensin system"
65999,"D0N6RF","T74456","hsa04924","Renin secretion"
65999,"D0N6RF","T74456","hsa05200","Pathways in cancer"
4737,"D0F0YZ","T51487","hsa04080","Neuroactive ligand-receptor interaction"
4737,"D0F0YZ","T51487","hsa04723","Retrograde endocannabinoid signaling"
4737,"D0F0YZ","T51487","hsa04727","GABAergic synapse"
4737,"D0F0YZ","T51487","hsa05032","Morphine addiction"
4737,"D0F0YZ","T51487","hsa05033","Nicotine addiction"
1893,"D03WOZ","T06046","hsa00330","Arginine and proline metabolism"
1893,"D03WOZ","T06046","hsa01100","Metabolic pathways"
1893,"D03WOZ","T06046","hsa04020","Calcium signaling pathway"
1893,"D03WOZ","T06046","hsa04022","cGMP-PKG signaling pathway"
1893,"D03WOZ","T06046","hsa04066","HIF-1 signaling pathway"
1893,"D03WOZ","T06046","hsa04071","Sphingolipid signaling pathway"
1893,"D03WOZ","T06046","hsa04151","PI3K-Akt signaling pathway"
1893,"D03WOZ","T06046","hsa04370","VEGF signaling pathway"
1893,"D03WOZ","T06046","hsa04611","Platelet activation"
1893,"D03WOZ","T06046","hsa04915","Estrogen signaling pathway"
1893,"D03WOZ","T06046","hsa04921","Oxytocin signaling pathway"
1893,"D03WOZ","T16117","hsa00330","Arginine and proline metabolism"
1893,"D03WOZ","T16117","hsa01100","Metabolic pathways"
1893,"D03WOZ","T16117","hsa04020","Calcium signaling pathway"
1893,"D03WOZ","T16117","hsa04145","Phagosome"
1893,"D03WOZ","T16117","hsa04713","Circadian entrainment"
1893,"D03WOZ","T16117","hsa04730","Long-term depression"
1893,"D03WOZ","T16117","hsa04970","Salivary secretion"
1893,"D03WOZ","T16117","hsa05010","Alzheimer's disease"
1893,"D03WOZ","T16117","hsa05014","Amyotrophic lateral sclerosis (ALS)"
1893,"D03WOZ","T02703","hsa00220","Arginine biosynthesis"
1893,"D03WOZ","T02703","hsa00330","Arginine and proline metabolism"
1893,"D03WOZ","T02703","hsa01100","Metabolic pathways"
1893,"D03WOZ","T02703","hsa04020","Calcium signaling pathway"
1893,"D03WOZ","T02703","hsa04066","HIF-1 signaling pathway"
1893,"D03WOZ","T02703","hsa04146","Peroxisome"
1893,"D03WOZ","T02703","hsa05132","Salmonella infection"
1893,"D03WOZ","T02703","hsa05133","Pertussis"
1893,"D03WOZ","T02703","hsa05140","Leishmaniasis"
1893,"D03WOZ","T02703","hsa05142","Chagas disease (American trypanosomiasis)"
1893,"D03WOZ","T02703","hsa05145","Toxoplasmosis"
1893,"D03WOZ","T02703","hsa05146","Amoebiasis"
1893,"D03WOZ","T02703","hsa05152","Tuberculosis"
1893,"D03WOZ","T02703","hsa05200","Pathways in cancer"
1893,"D03WOZ","T02703","hsa05222","Small cell lung cancer"
123606,"D0P0SM","T11072","hsa04024","cAMP signaling pathway"
123606,"D0P0SM","T11072","hsa04080","Neuroactive ligand-receptor interaction"
123606,"D0P0SM","T11072","hsa04726","Serotonergic synapse"
119607,"D0L6DA","T66665","hsa00590","Arachidonic acid metabolism"
119607,"D0L6DA","T66665","hsa01100","Metabolic pathways"
119607,"D0L6DA","T66665","hsa04064","NF-kappa B signaling pathway"
119607,"D0L6DA","T66665","hsa04370","VEGF signaling pathway"
119607,"D0L6DA","T66665","hsa04668","TNF signaling pathway"
119607,"D0L6DA","T66665","hsa04723","Retrograde endocannabinoid signaling"
119607,"D0L6DA","T66665","hsa04726","Serotonergic synapse"
119607,"D0L6DA","T66665","hsa04913","Ovarian steroidogenesis"
119607,"D0L6DA","T66665","hsa04921","Oxytocin signaling pathway"
119607,"D0L6DA","T66665","hsa04923","Regulation of lipolysis in adipocytes"
119607,"D0L6DA","T66665","hsa05140","Leishmaniasis"
119607,"D0L6DA","T66665","hsa05200","Pathways in cancer"
119607,"D0L6DA","T66665","hsa05204","Chemical carcinogenesis"
119607,"D0L6DA","T66665","hsa05206","MicroRNAs in cancer"
119607,"D0L6DA","T66665","hsa05222","Small cell lung cancer"
439213,"D07NSU","T42000","hsa04010","MAPK signaling pathway"
439213,"D07NSU","T42000","hsa04060","Cytokine-cytokine receptor interaction"
439213,"D07NSU","T42000","hsa04064","NF-kappa B signaling pathway"
439213,"D07NSU","T42000","hsa04210","Apoptosis"
439213,"D07NSU","T42000","hsa04380","Osteoclast differentiation"
439213,"D07NSU","T42000","hsa04620","Toll-like receptor signaling pathway"
439213,"D07NSU","T42000","hsa04621","NOD-like receptor signaling pathway"
439213,"D07NSU","T42000","hsa04623","Cytosolic DNA-sensing pathway"
439213,"D07NSU","T42000","hsa04640","Hematopoietic cell lineage"
439213,"D07NSU","T42000","hsa04668","TNF signaling pathway"
439213,"D07NSU","T42000","hsa04750","Inflammatory mediator regulation of TRP channels"
439213,"D07NSU","T42000","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
439213,"D07NSU","T42000","hsa04940","Type I diabetes mellitus"
439213,"D07NSU","T42000","hsa05010","Alzheimer's disease"
439213,"D07NSU","T42000","hsa05020","Prion diseases"
439213,"D07NSU","T42000","hsa05132","Salmonella infection"
439213,"D07NSU","T42000","hsa05133","Pertussis"
439213,"D07NSU","T42000","hsa05134","Legionellosis"
439213,"D07NSU","T42000","hsa05140","Leishmaniasis"
439213,"D07NSU","T42000","hsa05142","Chagas disease (American trypanosomiasis)"
439213,"D07NSU","T42000","hsa05143","African trypanosomiasis"
439213,"D07NSU","T42000","hsa05144","Malaria"
439213,"D07NSU","T42000","hsa05146","Amoebiasis"
439213,"D07NSU","T42000","hsa05152","Tuberculosis"
439213,"D07NSU","T42000","hsa05162","Measles"
439213,"D07NSU","T42000","hsa05164","Influenza A"
439213,"D07NSU","T42000","hsa05168","Herpes simplex infection"
439213,"D07NSU","T42000","hsa05321","Inflammatory bowel disease (IBD)"
439213,"D07NSU","T42000","hsa05323","Rheumatoid arthritis"
439213,"D07NSU","T42000","hsa05332","Graft-versus-host disease"
54892,"D0I7SZ","T82577","hsa04614","Renin-angiotensin system"
54892,"D0I7SZ","T82577","hsa05142","Chagas disease (American trypanosomiasis)"
54892,"D0I7SZ","T82577","hsa05410","Hypertrophic cardiomyopathy (HCM)"
3033832,"D0I5WB","T89534","hsa04915","Estrogen signaling pathway"
3033832,"D0I5WB","T89534","hsa04917","Prolactin signaling pathway"
3033832,"D0I5WB","T89534","hsa04919","Thyroid hormone signaling pathway"
3033832,"D0I5WB","T89534","hsa04961","Endocrine and other factor-regulated calcium reabsorption"
3033832,"D0I5WB","T89534","hsa05205","Proteoglycans in cancer"
441314,"D0D0ZD","T92777","hsa00052","Galactose metabolism"
441314,"D0D0ZD","T92777","hsa00500","Starch and sucrose metabolism"
441314,"D0D0ZD","T92777","hsa01100","Metabolic pathways"
441314,"D0D0ZD","T92777","hsa04973","Carbohydrate digestion and absorption"
130881,"D07UBG","T74456","hsa04020","Calcium signaling pathway"
130881,"D07UBG","T74456","hsa04022","cGMP-PKG signaling pathway"
130881,"D07UBG","T74456","hsa04080","Neuroactive ligand-receptor interaction"
130881,"D07UBG","T74456","hsa04261","Adrenergic signaling in cardiomyocytes"
130881,"D07UBG","T74456","hsa04270","Vascular smooth muscle contraction"
130881,"D07UBG","T74456","hsa04614","Renin-angiotensin system"
130881,"D07UBG","T74456","hsa04924","Renin secretion"
130881,"D07UBG","T74456","hsa05200","Pathways in cancer"
5656,"D0P1UX","T27812","hsa04726","Serotonergic synapse"
60606,"D0N0TZ","T46937","hsa04611","Platelet activation"
2345,"D0G1VX","T55689","hsa04024","cAMP signaling pathway"
2345,"D0G1VX","T55689","hsa04152","AMPK signaling pathway"
2345,"D0G1VX","T55689","hsa04910","Insulin signaling pathway"
443879,"D0BZ7W","T67684","hsa04020","Calcium signaling pathway"
443879,"D0BZ7W","T67684","hsa04080","Neuroactive ligand-receptor interaction"
443879,"D0BZ7W","T67684","hsa04725","Cholinergic synapse"
443879,"D0BZ7W","T67684","hsa04810","Regulation of actin cytoskeleton"
443879,"D0BZ7W","T67684","hsa04911","Insulin secretion"
443879,"D0BZ7W","T67684","hsa04970","Salivary secretion"
443879,"D0BZ7W","T67684","hsa04971","Gastric acid secretion"
443879,"D0BZ7W","T67684","hsa04972","Pancreatic secretion"
1845,"D0S6TW","T62276","hsa04014","Ras signaling pathway"
1845,"D0S6TW","T62276","hsa04015","Rap1 signaling pathway"
1845,"D0S6TW","T62276","hsa04020","Calcium signaling pathway"
1845,"D0S6TW","T62276","hsa04024","cAMP signaling pathway"
1845,"D0S6TW","T62276","hsa04080","Neuroactive ligand-receptor interaction"
1845,"D0S6TW","T62276","hsa04713","Circadian entrainment"
1845,"D0S6TW","T62276","hsa04720","Long-term potentiation"
1845,"D0S6TW","T62276","hsa04724","Glutamatergic synapse"
1845,"D0S6TW","T62276","hsa05010","Alzheimer's disease"
1845,"D0S6TW","T62276","hsa05014","Amyotrophic lateral sclerosis (ALS)"
1845,"D0S6TW","T62276","hsa05016","Huntington's disease"
1845,"D0S6TW","T62276","hsa05030","Cocaine addiction"
1845,"D0S6TW","T62276","hsa05031","Amphetamine addiction"
1845,"D0S6TW","T62276","hsa05033","Nicotine addiction"
1845,"D0S6TW","T62276","hsa05034","Alcoholism"
5042,"D03BQP","T87831","hsa04015","Rap1 signaling pathway"
5042,"D03BQP","T87831","hsa04080","Neuroactive ligand-receptor interaction"
5042,"D03BQP","T87831","hsa05150","Staphylococcus aureus infection"
5161,"D0Y0JH","T60529","hsa00590","Arachidonic acid metabolism"
5161,"D0Y0JH","T60529","hsa01100","Metabolic pathways"
5161,"D0Y0JH","T60529","hsa04611","Platelet activation"
5161,"D0Y0JH","T60529","hsa04726","Serotonergic synapse"
68071,"D0G5CS","T92521","hsa00140","Steroid hormone biosynthesis"
68071,"D0G5CS","T92521","hsa00380","Tryptophan metabolism"
68071,"D0G5CS","T92521","hsa00980","Metabolism of xenobiotics by cytochrome P450"
68071,"D0G5CS","T92521","hsa04913","Ovarian steroidogenesis"
68071,"D0G5CS","T92521","hsa05204","Chemical carcinogenesis"
68071,"D0G5CS","T92521","hsa05206","MicroRNAs in cancer"
2406,"D0QQ1J","T89534","hsa04915","Estrogen signaling pathway"
2406,"D0QQ1J","T89534","hsa04917","Prolactin signaling pathway"
2406,"D0QQ1J","T89534","hsa04919","Thyroid hormone signaling pathway"
2406,"D0QQ1J","T89534","hsa04961","Endocrine and other factor-regulated calcium reabsorption"
2406,"D0QQ1J","T89534","hsa05205","Proteoglycans in cancer"
2406,"D0QQ1J","T80896","hsa04915","Estrogen signaling pathway"
2406,"D0QQ1J","T80896","hsa04917","Prolactin signaling pathway"
2406,"D0QQ1J","T04902","hsa04141","Protein processing in endoplasmic reticulum"
2406,"D0QQ1J","T04902","hsa04210","Apoptosis"
2406,"D0QQ1J","T04902","hsa05010","Alzheimer's disease"
2406,"D0QQ1J","T14912","hsa04151","PI3K-Akt signaling pathway"
2406,"D0QQ1J","T14912","hsa05206","MicroRNAs in cancer"
4775,"D0B7CH","T68547","hsa04110","Cell cycle"
4775,"D0B7CH","T68547","hsa04330","Notch signaling pathway"
4775,"D0B7CH","T68547","hsa04919","Thyroid hormone signaling pathway"
4775,"D0B7CH","T68547","hsa05016","Huntington's disease"
4775,"D0B7CH","T68547","hsa05031","Amphetamine addiction"
4775,"D0B7CH","T68547","hsa05034","Alcoholism"
4775,"D0B7CH","T68547","hsa05169","Epstein-Barr virus infection"
4775,"D0B7CH","T68547","hsa05200","Pathways in cancer"
4775,"D0B7CH","T68547","hsa05202","Transcriptional misregulation in cancer"
4775,"D0B7CH","T68547","hsa05203","Viral carcinogenesis"
4775,"D0B7CH","T68547","hsa05206","MicroRNAs in cancer"
4775,"D0B7CH","T68547","hsa05220","Chronic myeloid leukemia"
4775,"D0B7CH","T29303","hsa04728","Dopaminergic synapse"
6013,"D06XMU","T11211","hsa04114","Oocyte meiosis"
6013,"D06XMU","T11211","hsa05200","Pathways in cancer"
6013,"D06XMU","T11211","hsa05215","Prostate cancer"
5455,"D02UVS","T08391","hsa04062","Chemokine signaling pathway"
5455,"D02UVS","T08391","hsa04151","PI3K-Akt signaling pathway"
5455,"D02UVS","T08391","hsa04550","Signaling pathways regulating pluripotency of stem cells"
5455,"D02UVS","T08391","hsa04630","Jak-STAT signaling pathway"
5455,"D02UVS","T08391","hsa04725","Cholinergic synapse"
5455,"D02UVS","T08391","hsa04917","Prolactin signaling pathway"
5455,"D02UVS","T08391","hsa04920","Adipocytokine signaling pathway"
5455,"D02UVS","T08391","hsa05140","Leishmaniasis"
5455,"D02UVS","T08391","hsa05145","Toxoplasmosis"
5455,"D02UVS","T08391","hsa05152","Tuberculosis"
5455,"D02UVS","T08391","hsa05162","Measles"
5455,"D02UVS","T08391","hsa05164","Influenza A"
5455,"D02UVS","T08391","hsa05168","Herpes simplex infection"
92786,"D00VZZ","T51487","hsa04080","Neuroactive ligand-receptor interaction"
92786,"D00VZZ","T51487","hsa04723","Retrograde endocannabinoid signaling"
92786,"D00VZZ","T51487","hsa04727","GABAergic synapse"
92786,"D00VZZ","T51487","hsa05032","Morphine addiction"
92786,"D00VZZ","T51487","hsa05033","Nicotine addiction"
92786,"D00VZZ","T08910","hsa04080","Neuroactive ligand-receptor interaction"
92786,"D00VZZ","T08910","hsa04723","Retrograde endocannabinoid signaling"
92786,"D00VZZ","T08910","hsa04727","GABAergic synapse"
92786,"D00VZZ","T08910","hsa05032","Morphine addiction"
92786,"D00VZZ","T08910","hsa05033","Nicotine addiction"
92786,"D00VZZ","T80387","hsa04080","Neuroactive ligand-receptor interaction"
92786,"D00VZZ","T80387","hsa04723","Retrograde endocannabinoid signaling"
92786,"D00VZZ","T80387","hsa04726","Serotonergic synapse"
92786,"D00VZZ","T80387","hsa04727","GABAergic synapse"
92786,"D00VZZ","T80387","hsa05032","Morphine addiction"
92786,"D00VZZ","T80387","hsa05033","Nicotine addiction"
92786,"D00VZZ","T27376","hsa04080","Neuroactive ligand-receptor interaction"
92786,"D00VZZ","T27376","hsa04723","Retrograde endocannabinoid signaling"
92786,"D00VZZ","T27376","hsa04727","GABAergic synapse"
92786,"D00VZZ","T27376","hsa05032","Morphine addiction"
92786,"D00VZZ","T27376","hsa05033","Nicotine addiction"
92786,"D00VZZ","T28722","hsa04080","Neuroactive ligand-receptor interaction"
92786,"D00VZZ","T28722","hsa04723","Retrograde endocannabinoid signaling"
92786,"D00VZZ","T28722","hsa04727","GABAergic synapse"
92786,"D00VZZ","T28722","hsa05032","Morphine addiction"
92786,"D00VZZ","T28722","hsa05033","Nicotine addiction"
2758,"D05YAR","T41955","hsa04750","Inflammatory mediator regulation of TRP channels"
442291,"D0V9XF","T55285","hsa04080","Neuroactive ligand-receptor interaction"
122724,"D0I9XH","T20178","hsa04010","MAPK signaling pathway"
122724,"D0I9XH","T20178","hsa04060","Cytokine-cytokine receptor interaction"
122724,"D0I9XH","T20178","hsa04064","NF-kappa B signaling pathway"
122724,"D0I9XH","T20178","hsa04071","Sphingolipid signaling pathway"
122724,"D0I9XH","T20178","hsa04150","mTOR signaling pathway"
122724,"D0I9XH","T20178","hsa04210","Apoptosis"
122724,"D0I9XH","T20178","hsa04350","TGF-beta signaling pathway"
122724,"D0I9XH","T20178","hsa04380","Osteoclast differentiation"
122724,"D0I9XH","T20178","hsa04612","Antigen processing and presentation"
122724,"D0I9XH","T20178","hsa04620","Toll-like receptor signaling pathway"
122724,"D0I9XH","T20178","hsa04621","NOD-like receptor signaling pathway"
122724,"D0I9XH","T20178","hsa04622","RIG-I-like receptor signaling pathway"
122724,"D0I9XH","T20178","hsa04640","Hematopoietic cell lineage"
122724,"D0I9XH","T20178","hsa04650","Natural killer cell mediated cytotoxicity"
122724,"D0I9XH","T20178","hsa04660","T cell receptor signaling pathway"
122724,"D0I9XH","T20178","hsa04664","Fc epsilon RI signaling pathway"
122724,"D0I9XH","T20178","hsa04668","TNF signaling pathway"
122724,"D0I9XH","T20178","hsa04920","Adipocytokine signaling pathway"
122724,"D0I9XH","T20178","hsa04930","Type II diabetes mellitus"
122724,"D0I9XH","T20178","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
122724,"D0I9XH","T20178","hsa04940","Type I diabetes mellitus"
122724,"D0I9XH","T20178","hsa05010","Alzheimer's disease"
122724,"D0I9XH","T20178","hsa05014","Amyotrophic lateral sclerosis (ALS)"
122724,"D0I9XH","T20178","hsa05133","Pertussis"
122724,"D0I9XH","T20178","hsa05134","Legionellosis"
122724,"D0I9XH","T20178","hsa05140","Leishmaniasis"
122724,"D0I9XH","T20178","hsa05142","Chagas disease (American trypanosomiasis)"
122724,"D0I9XH","T20178","hsa05143","African trypanosomiasis"
122724,"D0I9XH","T20178","hsa05144","Malaria"
122724,"D0I9XH","T20178","hsa05145","Toxoplasmosis"
122724,"D0I9XH","T20178","hsa05146","Amoebiasis"
122724,"D0I9XH","T20178","hsa05152","Tuberculosis"
122724,"D0I9XH","T20178","hsa05160","Hepatitis C"
122724,"D0I9XH","T20178","hsa05161","Hepatitis B"
122724,"D0I9XH","T20178","hsa05164","Influenza A"
122724,"D0I9XH","T20178","hsa05166","HTLV-I infection"
122724,"D0I9XH","T20178","hsa05168","Herpes simplex infection"
122724,"D0I9XH","T20178","hsa05205","Proteoglycans in cancer"
122724,"D0I9XH","T20178","hsa05310","Asthma"
122724,"D0I9XH","T20178","hsa05321","Inflammatory bowel disease (IBD)"
122724,"D0I9XH","T20178","hsa05322","Systemic lupus erythematosus"
122724,"D0I9XH","T20178","hsa05323","Rheumatoid arthritis"
122724,"D0I9XH","T20178","hsa05330","Allograft rejection"
122724,"D0I9XH","T20178","hsa05332","Graft-versus-host disease"
122724,"D0I9XH","T20178","hsa05410","Hypertrophic cardiomyopathy (HCM)"
122724,"D0I9XH","T20178","hsa05414","Dilated cardiomyopathy"
122724,"D0I9XH","T42000","hsa04010","MAPK signaling pathway"
122724,"D0I9XH","T42000","hsa04060","Cytokine-cytokine receptor interaction"
122724,"D0I9XH","T42000","hsa04064","NF-kappa B signaling pathway"
122724,"D0I9XH","T42000","hsa04210","Apoptosis"
122724,"D0I9XH","T42000","hsa04380","Osteoclast differentiation"
122724,"D0I9XH","T42000","hsa04620","Toll-like receptor signaling pathway"
122724,"D0I9XH","T42000","hsa04621","NOD-like receptor signaling pathway"
122724,"D0I9XH","T42000","hsa04623","Cytosolic DNA-sensing pathway"
122724,"D0I9XH","T42000","hsa04640","Hematopoietic cell lineage"
122724,"D0I9XH","T42000","hsa04668","TNF signaling pathway"
122724,"D0I9XH","T42000","hsa04750","Inflammatory mediator regulation of TRP channels"
122724,"D0I9XH","T42000","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
122724,"D0I9XH","T42000","hsa04940","Type I diabetes mellitus"
122724,"D0I9XH","T42000","hsa05010","Alzheimer's disease"
122724,"D0I9XH","T42000","hsa05020","Prion diseases"
122724,"D0I9XH","T42000","hsa05132","Salmonella infection"
122724,"D0I9XH","T42000","hsa05133","Pertussis"
122724,"D0I9XH","T42000","hsa05134","Legionellosis"
122724,"D0I9XH","T42000","hsa05140","Leishmaniasis"
122724,"D0I9XH","T42000","hsa05142","Chagas disease (American trypanosomiasis)"
122724,"D0I9XH","T42000","hsa05143","African trypanosomiasis"
122724,"D0I9XH","T42000","hsa05144","Malaria"
122724,"D0I9XH","T42000","hsa05146","Amoebiasis"
122724,"D0I9XH","T42000","hsa05152","Tuberculosis"
122724,"D0I9XH","T42000","hsa05162","Measles"
122724,"D0I9XH","T42000","hsa05164","Influenza A"
122724,"D0I9XH","T42000","hsa05168","Herpes simplex infection"
122724,"D0I9XH","T42000","hsa05321","Inflammatory bowel disease (IBD)"
122724,"D0I9XH","T42000","hsa05323","Rheumatoid arthritis"
122724,"D0I9XH","T42000","hsa05332","Graft-versus-host disease"
2723601,"D02ZXM","T28925","hsa00230","Purine metabolism"
2723601,"D02ZXM","T28925","hsa00983","Drug metabolism - other enzymes"
2723601,"D02ZXM","T28925","hsa01100","Metabolic pathways"
72435,"D01SJS","T48069","hsa04014","Ras signaling pathway"
72435,"D01SJS","T48069","hsa04015","Rap1 signaling pathway"
72435,"D01SJS","T48069","hsa04066","HIF-1 signaling pathway"
72435,"D01SJS","T48069","hsa04068","FoxO signaling pathway"
72435,"D01SJS","T48069","hsa04114","Oocyte meiosis"
72435,"D01SJS","T48069","hsa04144","Endocytosis"
72435,"D01SJS","T48069","hsa04151","PI3K-Akt signaling pathway"
72435,"D01SJS","T48069","hsa04152","AMPK signaling pathway"
72435,"D01SJS","T48069","hsa04510","Focal adhesion"
72435,"D01SJS","T48069","hsa04520","Adherens junction"
